@relation 'train-set'

@attribute 'Document Text' string
@attribute subtask_b {"TIN", "UNT"}

@data
' awh shit',UNT
'    lol she is such a troll im so glad she went away and all u trump supporters told her to gtfo thank god we got a real superstar in  who is going to actually fight for everyone no matter who they choose to vote for isnt she awesome please join us we rly need ur help',TIN
' this is why we need gun control',TIN
'  prove your claim or be exposed as the lying piece of shit you are   meanwhile ',TIN
'   do it with quran and then we will see how much atheist and brave she is hindus figured it out that this type of attention grabbing big boss wanna be people are not worth it  go live in your 2 minutes prime time covered life  lord krishna and his followers dont care',TIN
'  dont disrespect sharpie like that bro it was definitely some off brand shit from the back of a dollar tree loudly crying face',TIN
' got to be about the dumbest thing ever',UNT
'  i have never once heard you be thankful all you do is shit on canada on the police on our history on conservatives',TIN
'  just imagine if dr ford was a member of a minority antifa would be firebombing the judge residence identypolitics',TIN
' she is dillusional',UNT
' it is more what she does than who she is',TIN
' goodell is one of the worst things that has ever been unleashed on pro sports  useless',TIN
' master of none was so fucking good',TIN
'  little ass boymonkey',UNT
'stop sign truthfeed news stop sign backhand index pointing right just in fbi deals yet another devastating blow to democrats on kavanaugh accuser magaunited states2a prolife ',TIN
' that was awesome i love hearing you destroy the liberals but most of all trudeau',TIN
' and the factory coming back u do n a movie on that sum worth do n cause just sling shit shows no intelligence',TIN
' deranged and demented what a perfect match for the democratic party',TIN
' amenadiels were my favorite the massive triangle shape the actor being hot the big connection spots kisses my fingertips',TIN
'  liberals are full of hate yet they talk like their morality is above anyone  who thinks differently funny how their words and actions never match up to what they pretend to preach imposters of any human decency emotionally and politically bankrupt',TIN
'a divided self or my name is legion  demon possession overall is marked by a loss of freedom  the gadarenes are us   ergnews antinazigr antifagr antifa stopthehate goldendawn gdtrial jesuschrist jesussaves jesusislord jesusisgod prayers hope ',TIN
'  found out the name but i forgot',TIN
'qanda what happen to the predicted fall of society after  ssm only the religious conservatives right     are the ones  running a muck in government',TIN
' bernie you have been in congress how long now that you are getting closer to your death bed since you are old as dirt why a concern now how many bills did you try to write or endorse before you decided to run for potus do tell',TIN
' face with tears of joy nigga hit em wit the o well lowkie',TIN
'  the ‘antifa’ crowd what a quack',TIN
' thank you for saving the dogswhy are people assholes',TIN
' crazy how funny jim used to be now its funny how crazy he has become',TIN
' keep up the good work while the liberals waste time crying and pointing the country moves closer to greatness again maga',TIN
'    this comment only shows that having refused to engage with facts you do the fascist antifa approach which is to use personal attack to try to bully your way into some mythical win research projection and stop doing it u look stupid now',TIN
'gop voters better wake the hell up  rnc poll finds gop voters arent worried about midterms thats bad  via  maga  tuesdaythoughts',TIN
'  you ca not accuse someone of something like this amp expect to not have to come forward amp testify about it we are we just suppose to believe it amp crucify him  i am sure u liberals think so',TIN
' lol okay cuz this shit gotta be discreet face with tears of joy',TIN
' your pappy is a big fat fool the democrats does not have to make him look bad he makes himself look just what he is an ignorant 5th level  fool',TIN
' his mouth goes to one side all smirky and shit and i do not like it',TIN
' yes liberals vs progressives this should be a really dumb banter  go',TIN
' bad ass bitch*',TIN
' mann i ai not that smoove booty like you gee loudly crying facegrinning squinting faceman shrugging medium skin tone',TIN
' die bitch',TIN
'        how blindly ignorant you are shameful people with the deep thinking you lack can vote',TIN
'     holy shit thats awesome',TIN
'willie hurtful response to his former fans who have quit him in droves over of his support for that little hippie beano maga  ',TIN
' here is the problem with the leftthey ca not have an intelligent debate on an issue want to prove a point have norm on and question him about his comments and have points to counter his comments instead the left just silenced him shows their lack of intellegence',TIN
'  i know right it pisses me off he is so busy giving himself credit while we are all scared to death  here in nc i do not trust him',TIN
' she is evil  how dare her',TIN
' it is all about bs index pointing upthink there any more idiot tham the liberals',TIN
' the fact that she is disrespectful and blatantly rude has nothing to do with her situationzany face',TIN
'    yes yes he is',UNT
' brennan sure as hell is',TIN
' it is exactly why i tweet well that and making fun of liberals and their insanity folded handsunited statesred heartlatin crossred heartunited statesfolded hands god help folded handsred heartlatin crosslatin crossred heartfolded hands',TIN
' since lebron eat ass i guess i have to now ',TIN
'  make yourself useful and  go bury your head in the sand',TIN
'  no people died because officials robbed n didnt do their jobs',TIN
'    coward  answer question  what have i posted on  that is not factual   as a staunch conservative and pro israel i post  positive facts to counter canadian media helping liberal trudeau assault on conservatives and israel   you are either ignorant or a liar',TIN
' heard from who you and your lying jealous cronies',TIN
' lmao man people were talking so much shit yesterday any comment marvel stan twitter moe overused thanos jokes or ',UNT
'should i try out aikido instead of krav maga thinking facethinking face aikido kravmaga',TIN
'                                            if we dont destroy the bush clinton crime family well face many more like obama',TIN
' he can go to hell',TIN
' lucky bitch face with tears of joyskull',TIN
' maybe there wouldnt be 5 of these things a day of there was a little sensible gun control in this fucking country',TIN
' just think she is infinitely funnier than you obviouslyduh huh face with open mouth',UNT
' thankstrump this is a start we must get these numbers down to 0 zero by any and all means necessary these so called refugees who are not terrorist sexual criminals must stop being cowards and return to their native lands to fight maga refugeesnotwelcome',TIN
'  you ai not doin your part then face with tears of joy check them pussies i am from the hood and i still do not say the n word cause i am a little more educated i got other ways to describe my brother or friends i feel the same way as you though too many people going left unchecked',TIN
' he is speaking to the best of the best  with utter disrespect    our law enforcement ice agents  all first responders  low middle and high class of all races and religions   disagree mr creepyjoebiden  gravy train is over punk  joedonttouchsomuch biden dirty hand joe',TIN
' awesome win i truly believe americans are sick to death of what the left is trying to do to destroy america and change our country into what it never was intended to be go vote america and maga thank you president trump for believing in our country and keeping promises',TIN
'  calling conservatives hillbillieshmmm that original funny how many poor hillbillies you tweet about have incomes and iq 4 times higher than you your humour sucks btw',TIN
' my coworker has a sick ass one for work',TIN
' gonna need a whole ass rant thread done in the utara loghat to really feel it haha',TIN
'  look at sweden  france  uk  europe is changing europe will be a muslim continent by 2050 please watch the youtube video title  muslim demographics    you will be scared to death  unless you are a muslim or love islam mind u  im an african in america',TIN
'    for a moment i thought you were about deaths  sounded fucked up sick at first',TIN
' but i thought california had gun control',TIN
'  is no one considering the fact that russia might be using antifa to spread black propaganda remember the berlin wall',TIN
' hostile environment against the poorest and most vulnerable in our society just keeps on rolling so much for christianmorals eh if you voted for this shit then hang your head in shame  jc4pmnow poverty disabilityrights ',TIN
' poor germansthey have  refugee violence and antifa violenceit must be nice to live in germanistan',TIN
' oh shit',UNT
' they probably all wrote it together while pissing in your mcdonalds coffee',TIN
'  she is trolling to fuck with you cause some of y’all be quick to call mfs coons for minor disagreements',TIN
'  i hate  so much now they fucked up the whole franchise',TIN
' he is going to destroy america like he has done to many of his businesses he does care about middle or lesser america and americans he only cares for himself and the top 1 who hopefully see the light soon before they have no countries to sell their products to',TIN
'  rae sis dont say no offense then like tweets calling me a sad bitch  also im truly shocked ur on the l6 train this year',TIN
'  all he is missing are the inmate number',TIN
' hasnt this flake left yet  how dare these people hang a man without evidence and at the word of a loon with repressed memory sue her and i bet she shuts up fast',TIN
'mediatoo selective putrid outrage only at conservatives only by liberals who want us to know how moral they are  re kavanaugh and any other repub who will stand up against them ',TIN
' damn that headgear is lit sucks im not on pc ubi plz for console to',UNT
'  further proving that liberalismcausesmentalretardation and feminists are a cancer on the american republic',TIN
' you are a communist state controlled newspaper   very much like antifa would love to see   and your country executes people who dissent with your support   enough said   get off my twitter stream',TIN
'  i fully support antifa i give them money white nationalism is cancer in a proudly multicultural society it should be illegal it is in germany we had two wars over this issue white nationalists lost both we are done with this discussion',TIN
'      they ca not his a sheep just follow along with fake news and put everyone who can think for themselves as kkk antifa wannabes',TIN
' hypocrite you run a commercial about ur support for gun control amp protecting kids showing ur kids really u support abortion what is the difference in that and a gun they both kill     ',TIN
' liberals like you will never convince us to become lazy entitled victims but keep trying i just feel sorry for your son having to be raised by someone who will only impart him with the mindset of self hate and victim hood',TIN
' first man movie is an accurate metaphor for the nwo globalist left  they give you enough to make you believe theyre truthful unless you have educated yourself',TIN
' hey samsung on your website you declined me 2 times for credit i can afford your phone without your ass this is my second one maybe next time even though i hate iphone ill buy iphone so screw you',TIN
'   that how a career in media workspeople admire you if people think you are a piece of shit you wo not make it far',TIN
'  you are a disgrace',TIN
' i am jealous',TIN
'  you are out of you damn mind feinstinkle had this band then leaked it she took a lie detector test and hired a lawyer last month she is accusing a judge of a crime that is 35 years old with no proof ruining a mans life over an accusation with no proof you stfu',TIN
'  guess what chicago kids go theu this shit every day and they have the strictest gun control around',TIN
' police your own first right   you see it as unfortunate he is saying these things in public but others see it even more unfortunate that she says the things she says in public she is an extremely public figure and he is using a similar platform',TIN
'   socialism once its implemented has historically had only one effective stop measure and that has been civil war knowing that the force reasoning behind gun control becomes clear you can have a clear picture of this process by reading saul alinskys rules for radicals',TIN
'   i really think he is mentally ill why does his family not address the issues maybe jared did with the op ed',TIN
' but he is still fucked up for not respecting lgbtq',TIN
' holy shit  how brainwashed can ya be',TIN
' yea jeff should go antifa is a terrorist organization',TIN
' yeah he had to go back to the faerie world to handle shit there',TIN
' im honestly not surprised coming from the school you are in why would you be vaping i noticed they like to accuse you of a lot of stupid stuff but dont let it get to you',TIN
' neither does antifa or black lives matter or any other soros funded groups',TIN
' i do not support trump he is an abomination',TIN
' omg he is i fucking hate dale',TIN
'  the name alt right is to make people think its a right wing groupjust like antifa that are fascist blm that really to they all black lives dont matter',TIN
'   most mass shooters are liberal white men we should have liberal control not gun control',TIN
' aaaaaaaaa that so exciting the majority of my friends are in second year at this point so the blow i am about to receive from moving to a whole ass other country has not hit yet i am doing film studies because i hate myself apparently   wbu babie',TIN
' you are a disgrace go home you are not the president anymore you are breaking tradition of the former president stepping aside this is no longer obama country this country belongs to we the people not your sheeple maga ',TIN
'     please tx do not elect this fake conservative he is bought amp paid for with soros money so many unethical things in his personal history',TIN
' sorrynothing but a setup to try and appease the socialist democratic wacked out liberals we are not stupid',TIN
'  we all know this is another liberals corruption',TIN
' dont you have to weigh under 200 lbs to be considered a porn star',TIN
'    bank deregulation happened under gordon brown with his dramatic changes announced in 1997 not in manifesto including independent central bank and removal of  supervision of financial sector how old are you who taught you this rubbish version of history',UNT
' they are hoping all over it but then they are probably the biggest crowd of racist bigots in the country they back antifa',UNT
'     monkeys have been used for centuries to dehumanize black people but none of that has anything to do with the 5th largest economy in the world and a 9 billion surplus everything else you are saying is nonsense againtske your l and leave',TIN
'  omg a good guy is now evil same thing happening is america the globalist world leaders with all their money would have us believe what is evil is good and what is good is evil i have read that in the good book  for the end time',TIN
'  why do you identify as antifa if youre transphobic',TIN
' then im as crazy as you are cause i believe the same outcome will happen this sunday 49ers 27 kc 17 niners babythumbs uponcoming fist',TIN
'  oh shit the mafia have finally found me',TIN
'   why do some conservatives blindly follow a fascist',TIN
' goodell is the worst commissioner of any sport from any time in history',TIN
'   listened they dont give a shit about what the fans think all theyre doing is counting their fox money',TIN
' you were made a fooln of last night by kavanaugh so like a spiteful child seeking attention youngo on your wide eyed rant you are an embarrassment to the chamber and this country',TIN
'  good  that soundtrack you dmed me with was fire as fuck and i still listen to it oftenflexed biceps medium skin tone bad  my tracks are betterloudly crying face joking i am shit',UNT
'serenawilliams yes she should be boycotted  she is a nasty bit of work',TIN
'  so let me get this straight they want us to hold off on the confirmation hearing for what polygraph is inadmissible all to hear he said she said ford signs paper in trump case against illegal separations and cavanagh has just about every woman stating he is honorable vote ye',TIN
'  and most hillary supporters are racist liberals',TIN
'  nothing was stolen crybaby liberals did not get what they wanted so they have been throwing temper tantrums for 2 years',UNT
' oh shit this will trigger some bigots',UNT
' ill lock yo sorry ass down hugging face',TIN
'   no one needs hunting in canada spread the wordthere is no place in a civilized society for rifles and shotgunsthe coalition for gun control has 200 associations behind us to support and the liberals in the name of the safety of our kids mr blair ban those guns',TIN
' a bunch of self aggrandizing liberals in fancy dresses mocking trump except for the fancy dresses  sounds a lot like the dems who are trying to lynch kavanaugh politics metoowitchhunt ',TIN
'and the bull$hit just keep coming so were expected to just accept these allegations for their face value the left swamp plot thickens we need to out the offenders once and for all confirmkavanaugh maga ',TIN
' look at this chill as fuck bearded dragon ',UNT
' woooow trump voters are getting really crazy maga ',TIN
'  trump is maga',TIN
'  tomorrow night you get dropped   will make sure he is not robbed again  you fraud',TIN
' a whole meta joke here would be my original tweet fuckin up the calculations',UNT
'   oh yeah terry porters 40 second pi call osu alumn naw im over it your coach and his scumbag history if you know anything about his history with aaron hernandez you would know what kind of scumbag he is but osu is a shithole so the story goes on ',TIN
' well  theres that one idiot you keep thinking will show up in your mirror every sundown when you rise again to walk the night in search of carnage to fill the emptiness where your heart amp soul used to be altho  now ya mention it  lots of other conservatives come to mind too',TIN
' she is no doubt the greatest female athlete but a sore loser imo',TIN
'a little appreciation post for my bestie because she is a bad bitch and i am thankful for hergrowing heart  ',TIN
'  its bull shit we all know',TIN
' i love my penis and want to keep it would rather smoke a joint',UNT
'  she is a dog with fleas',TIN
' you are a coward and really have no right to be ag you are a disappointment your days are numbered and so his your party',TIN
' there are deals on mexico eu trade and other trade deals  we dont need or want a gun control deal or a climate deal',UNT
' he tihnks he is telling the big lie',UNT
' tough crap mazie there should be a me too for men with false accusations against them as well as those hurt by democrat lies  false accusations  biased government agencies  biased media sensationalism and antifa bullies etc',TIN
'    um  no saying that labour is the party of hatred implies they are the most hateful party  and therefore the conservatives are less hateful  whilst the claim about the tories can be disputed  its not whataboutery',TIN
'   united states because they think sen collins is a stupid coward   ampall they have to do is bullie   sencollins  this is whatunited statesconservatives have lives with for keycap 9yrs now   please vote for kavanaugh  letgod take care of the rest',TIN
'  it makes my skin crawl just looking at this woman   theresa may is a liability to our nation and  and must be removed asap',TIN
'  took the words out of my mouth he is just horrible',TIN
' he can suck it',TIN
'     he had 1 offer since june the shitty browns thats it stop thinking he is still good you are living in the past',TIN
' yes the good old days when conservatives got pushed around and bullied by democrats who never gave an inch the good old days when all conservatives could do was feign outrage and promise to go get them the next time yeah  thats what we need thats the healthy libs love',TIN
'  dummydonniejr woman facepalming light skin tonelying faceclown facewoman shrugging light skin tone  this is from 2008 idiot rolling on the floor laughingface with tears of joygrinning face with sweat  the apple does not fall to far from the tree when it comes to lying lying face   the american people have had enoughisenough of liarinchief and you are actually an embarrassment as well like your daddy mushroommushroom',TIN
' gun control means using both hands and in this case means acquiring the correct target you ca not fix stupid',UNT
'     except those whole emails the prove what yer sayin is wrong  hannity is paid 30 million a year to blame immigrants so you idiots happily pull the feeder bar for the guy gonna take away yer healthcare gotta say the stupidity is entertaining maga',TIN
' holder shouldve been removed and jailed years ago',TIN
'       gun control is racist ',TIN
'   a useful idiot no longer need him their to busy to be bothered with gun control now busy trying figure out how to sway an election in their favor not gunna happen face with tears of joyunited statesflexed biceps',TIN
' my thoughts and prayers are with the families  random mass shootings  which plague our nation  are not normal and we as a country cant allow them to be normalized  craley said    the truth is these mass shootings are becoming too normal  gun control would certainly help',TIN
'dougford again using trump style authoritarian tactics •discredit the media •repeatedly spread lies •build a false reality for your followers  these are smart people the conservatives know what theyre doing this is a planned strategy to weaken democracy onpoli ',TIN
'   no you wouldnt sis i know damn well you would probably call it cute people propose in concerts all the time yet when its a gay couple its wrong youre at a fucking concert you dont have to pay attention',TIN
' were buying a couple puzzle toys and looking at classes for him rn but i think he is becoming a teenage monster',TIN
' naaa ive spent 24 hours laughing my huge nuts off at your stupidity  you fink your some kind of entity but your all a bunch of scared antifa pussies wiv no muscle to see anyone you try to bully even that is pathetic',TIN
' liberals never follow through on promises we have heard it all before coward',TIN
' she is saying ben  ben  when the hell are you going to do something more than just tweet crap about djt',TIN
' he is a troll  not open to facts',TIN
' thats a lieyour antifa lefties are nothing but violent this teacher spent a lot of time planning this attack on an honorable man with zero evidence no reason at all to hold up kavanaugh another crazy liberal hit job',TIN
' 7 $ million buyout losers',TIN
'after all my years of complaining im finally getting my bitch ass wisdom teeth out so i can stop fucking crying',UNT
' we are defo living in the last days',UNT
'adam schiff saying he is for releasing fisa info  just another in a long list of bureaucratic hacks that need to be purged from dc  please keep doing what your doing to expose these frauds and hypocrites maga kag2020  qanon  winning wwg1wga ',TIN
' yesterday this happen hereflushed face so much for gun control when you cant prevent a 2nd grader from bringing a gun to school huhsmirking face ',UNT
'  the official unemployed numbers are a joke there are millions of americans who lost their jobs and career to h 1b  their unemployment benefits ran out years ago give them their jobs back end h 1b now',TIN
' fuck you dope  not a fox watcher  independent voter that will never vote left  your party is dangerous',TIN
'   old pic trump is not monitoring anything related to the hurricane  pretty sure he is shitting his pants right about now',TIN
' eric holder is obamas straw man of corruption',TIN
'  liberals ruin a life does not matter as long as they win in the end must stop the have no conscience',TIN
'pigeon girl can also send pigeons to poop on all maga hats',TIN
'  says the bitch ass boy hiding behind a keyboard it do not hurt to ask for help sometimes ca not do everything alone you fucking clown if he can help then something is better than nothing that why i asked even if he ca not it do not hurt to ask fuck off my twitter weak ass nigga',TIN
' she is incredibly stupid and perhaps the reason why she was chosen to ‘entropy‘ the trade talks trudeau will destroy everything of reason in canada would you allow a terrorist destroy canada then why have trudeau',TIN
'  she is a horrible at her jobmaybe thats why her career is dying',TIN
' this lies how she got the key  why she do not admit she was in date or maybe had nsa with  she is married  what is true story  bs  ok we all respct police officer but her story and excuse full of shit  please post her photo  let see how fat she is ',TIN
' youre a jerk attacking julie for standing by her husband youre just like all the other liberals want to ruin peoples lives how about you not bash people until he is found guilty bet your client just wants money',TIN
'   do not get on here saying that type of dumb shit',TIN
'                                                  stop with your nonsense you are a block you are stupid',TIN
'  he is sick very disturbed and that comment proves it',TIN
' as if a liberal beta male could engage in sex with a straight female',TIN
' ive judged that the old woman is an anti semite and joan ryan is right  you are playing semamtics  youre a disgrace',TIN
' liberals are muck rakers they have no platform to run on none culling vulnerable people from the late decades of the last century of the previous millennium shows how desperate they are to be heard now they are loitering around high schools looking for rumors sad',TIN
' well sure she would lend her support to the lying heifer making the false accusations she has no more intelligence than the rest of the liberals acting out sombody',TIN
' already my ass i had so many fucking shots tonight',UNT
'  yep sure do and hes been proving it on a daily basis maga',TIN
' although i think that carter was a decent man he was without a doubt the 2nd worst president in my voting history    44 was the worst if there was any question',TIN
'   he is a sociopath',TIN
' i seriously have no more words for how fucked up he is every time i think i found the word he does something even more despicable amp disgusting the best i can do is hope that he chokes in his own vomit for all of the stupid lies hes  told like a serial killer he has no soul',TIN
' but tinubu is supporting this monster against us the biggest yoruba traitor of the modern days yoruba politics is tinubu',TIN
' do you think that bothers the evil nazi democrats liberals they tried to rig a presidential election and framing kavanaugh is just another act of these evil nazi democrats  liberals politicians to destroy democracy and america  walkaway  make america great',TIN
'  of coarse he is alex and many other nation leaders are as well lapdpgs ',TIN
' gun control    means being to hit what your aiming at these elderly homeowner have great gun control',TIN
' liberals are sick this false accuser should be incarcerated for her bald faced lies ',TIN
'  look at her moving and not one word of truth coming out of it if you ever get a chance to ask that layer a question ask her do you agree with me that the golan heights belong to syria she is dead dead in the water she couldnt answer it without condemning herself true',TIN
' the perpetrator is responsible for his own actions but you are ignoring that maxine waters amp others are inciting violence  do consider she said that they should not be able to eat  shop or do anything in peace how would one survive without being able to trade',UNT
'   a high tech lynching for uppity republican blacks is fine  but raping women by liberals they all do it including bill clinton',TIN
'         really and has he been charged liberals are such liars',TIN
'  she thought she would be low profile and help the dem party get rid of kavanaugh and she could remain anonymous she most likely was promised this by the party now that she can be charged with perjury she will continue with playing a victim she is not lying is a can of worms',TIN
'   this is why chicago  wo not enforce gun laws on the books or go into these neighborhoods these murders are planned by gun control liberals so as to pass very strict or even confiscation of guns black luves do not matter to these liberals trying to pass their agenda 2 admendment',TIN
'  rolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughing deep throat',UNT
' he is like  holy jesus fucken christ',TIN
' for lying how much is the dnc soros antifa paying her how your chinese spy doing',TIN
' lmao good one  now listen up sparky your wife is a disease she is a bought and paid for evil  soulless  propaganda arm for child murderers and russian agents so stick with your cutsie  tweets but id prepare for a long prison sentence if i were you',TIN
' fucking sucks when the refs are against you killthezebras',TIN
' they meet many many fans it is amazing that he remembered her do not be a bitch',TIN
'   they are bullshit stats but say isnt london the murder capital of europe now that gun control working right germany having some serious crime problems maybe u should take care of business at home be4 u start tweeting about the us',TIN
' you are deplorable despicable disgusting  ',TIN
' democrats = thugs',TIN
'  i never watch the nfl ’ panthers suck by the way ',TIN
'  which is also posturing nonsense if they want to oust her theyd forward the requisite letters to their part whip and she would be facing a leadership challenge her challengers are as gutless and witless as she is',TIN
' hes another one of the puke pool its getting pretty full i can tell you that for sure',TIN
' someones is asking if davido wasnt supposed to be in camp oga madam park well davidos business is non of your business na u send am go school haterz chop shit n die',TIN
'    not only the antifa got quite alot israel supporters youll find israeli flags at the right winger protest just as well oh the irony ',TIN
'    as of right now my only solid position is that the nra has become far too influential in politics and as a result they have delayed the desire for gun control for about 20 years',TIN
' lol what is failing miserably is this 11th hour ambush by the liberals every minute christinablaseyford refuses to commit to appearing she and people like you lose credibility i love it face with tears of joyface with tears of joy tcot p2',TIN
'  a clear majority of conservatives approve of trump and the gop do not be stupid',TIN
' god help us the woman cant even get coherent sentence out of her mouth',TIN
'theresa may using labourparty policies to cling on to her weak and wobbly government housingcrisis housingmarket the conservatives are the corrupt landowners toriesout corruption',TIN
'  sick i hope he is not teaching',TIN
' the killer is in the house maga walldoesntprotectfromamericans',TIN
' hollywood is full of demonic democrats',TIN
' until he is dead because even after he is out of office he will likely command the news cycle for a long time',TIN
' remind me of antifa ratbags',TIN
' the washed out idiot biden feels he has a chance by insulting all conservatives who are supporting their great potusi do not think so crazy joe',TIN
'  liar what supporters is she talking about i was embarrassed when our last president went on a world apology tour and he even bowed to them like he was their servant ',TIN
' everyone saying fuck russ dont know a damn thing about him or watched the interview man shruggingman shruggingman shrugging',UNT
'     with the caption so much for the tolerant left  yup you fit the description of antifa  i suspect you are not a threat as i doubt you can attack any reporters from your moms basement',TIN
'  took you this long he is a beast and has been for yonks',TIN
' i think michelle spilled democrats plans for civil war liberals are lunatics',TIN
'  got knocked out in the first round and one a shitty decision',TIN
'  they should dress him in an ice uniform no weapons and make him walk the boarder at night calling for the drug cartel',TIN
' she is the most powerful woman on this earth oh my fucking god ',UNT
'  birch me too da fuck',TIN
'   of course not she is young and dumb if she really had a brain she wouldnt believe in socialism',TIN
' it is loudly crying face you get to see a good game and niggas working woman shrugging light skin tone',TIN
'california   creepy fake uber driver tries to follow woman into her home    maga kag california fakeuberdriver bodywraprestraint crimenews  ',TIN
'   that head flick at 005 is her ego taking a hit she cannot take criticism she is a weak incompetent authoritarian',TIN
'  you know good and goddamn well that if you tried to explain all the gun control on a military base is proof that gun grabbing laws wont do shit if you look at fort hood',TIN
' manafort has been on k street for a long time he knows things deep dark things i agree he is gonna burn some folk mueller already knows who he wants manafort is gonna give them up',TIN
' do not think so maybe do a little research buddy',TIN
' you could not catch me letting some saggy whitey bitch talkin like this to me tired face bitch eat dirt',TIN
' im not installing your shitty app  but put me down for 100 for the second amendment campus carry  100 against gun control except violent felons ',TIN
' do not mess with niggas from marcy projects george zimmerman you gonna get lit',UNT
' man i woulda just started hitting the wall with that shit  it aint nothing by dry wall and some wood beams  im getting through that door if im him',TIN
'   fuck yes ride it baby',TIN
' have you ever seen the former democratic hierarchy fight against the president so much we know it is because you have been so corrupt and guilty of abuse of power it is our darkest times with the doj cia and presidential cabinet',TIN
' lol  read the title and you already know whats coming who support common sense solutions to reducing gun violence  how is gun violence different from other violence what is a non automatic firearm what is common sense gun control is it like chicago  ny  london',TIN
'  somebody do something this show sucks anymore the set designers are good though firemalyoung',TIN
'peoplesvote  stopbrexit    remain  i dont want to go either  you know what  after we leave  my slogans going to be it used to be better than this should have stayed in useless goverment ',TIN
' maybe they will havana an antifa race war amp slam the dildos out of each others butts',TIN
'  yeah he is very immature amp can dish out criticism while crying and blocking instead of accepting any it is cool folks can see him for who he is mostly',TIN
'   but what makes you think they are liberals  there is nothing liberal about any of that  these people spent the 90s insulting liberals  publicly humiliating black activists  and openly attacking the new deal  where is the liberal part  they passed gop policies',TIN
' what the fuck is this they are trying to set him up so it looks like he somehow deserved to be shot',TIN
'  here come the beta liberals lmao *convo muted you can cry all day to yourselves',TIN
' srsly it sucks when ur living life it is full of bullshit rules we just gotta suck up to survive',UNT
'    connections are vital with all of the crap twitter forces on conservatives',TIN
'ai not got shit  done today',TIN
' well remember how the cops in san jose stood down and watched as antifa thugs armed with bats bottles amp pepper spray attacked trump rally goers  they were just following orders  thats what most soldiers amp cops do soldiers follow orders amp cops protect their paycheck  sad',TIN
'greatestthingsaboutthe90s nothing the treacherous lefty media people made sure benny hill was taken off tv and even more treacherous conservatives conspired to remove maggie thatcher as our leader then almost fatally signed us even deeper into the extremely hostile commie eu',TIN
' hope all is well thats so fucked like seriously what the fuck is wrong with ppl now gun control is no issue though right thank god i live in canada feel brutal for all the attacks in the usa but seriously it wont go away',TIN
'    thats just depressing good churches are getting hard to find few and far between i know people who belong to churches that espouse gun control and abortion thats politics   not god not christ',TIN
' good middle fingerthem ',UNT
'  i wonder if they will burn their levis since  has come out in favor of gun control levi strauss teams up with gun control group we cannot stand by silently  ',TIN
'  good shit my bad though',UNT
'  that so sad and terrifying i know it is been dropped to a 2 but all the reports i have seen says that does not mean shit for this storm all you have to do is look at pictures of that thing to realize it is a fucking beast',UNT
' when atmosphere turns greenish tint from greenhouse gases and humans eat humans in candy bar form maybe i’ll care maga',TIN
'   there are thousands apon thousands of videos on youtube alone of antifa attacking people just for being at trump rallies or republican events this is not happening anywhere to democrats this is on a widespread scale and people like you try to lie and obfuscate to cover them',TIN
'  she can lie in the shit she created',TIN
'       maybe stop attacking conservatives and you might find they do not retaliate',TIN
'  that is just awful  he never was much anyway a grown man acting like that a bully  best to you and hubby mark  maga united states',TIN
'  what award head of the nazi antifa violence movement',UNT
' you  speak the truth about =gt louis farrakhan lt=  he is a raging anti semite amp racist',TIN
' i ai not fucking w u today lol',UNT
' the irony is that most murders are done by illegal gun users who are gang members  this predominantly only affects latino and black families the problem is not gun control the problem is judges who let violent gun offenders back on street after shooting someone',TIN
' i have been asking myself the same question and it is because he is such a phony if he is such a fan of cleveland why is and he still playing for the cavaliers the pos he is trying to save face with the fanbase and it is so obvious that is his fakeness but stupid people will buy in',TIN
'*finally at my sisters apartaments* instant reminder that she is ungrateful brat and im much more happy without seeing her',TIN
'  oh wow you look like a 1980s porn star loveit',TIN
' corrupt dcrats in charge in pr the big problem',TIN
'   u do not think bad stuff happens to men in cars shit happens to everyone it is just your mindset on how you deal with possible issues like that you ca not spend your whole life worrying about something that most likely wo not happen to you but it is your life do ur thing haha',UNT
'  except he is his administration has allowed crime in the city to skyrocket you bloody leftist snake',TIN
' obama was the devil incarnate amp trump is jesus christ himself i get where you are coming from',TIN
' dear paul mcfartney   you had us at beatles  you lost us at president mad captain  burn in hell   jon ',TIN
' liberals have the numbers and money conservatives would get smoked kansas alone gets beat inside of 2 hours',TIN
'    nra tweet was a fraud more than half of americans say gunrights are the most important issue falsehood the 53 was gun rights gun control  and ca question indicates biase towards control deliberate knowing propaganda  ',TIN
' isnt that just a nerd',TIN
' nah my foodie ass will gladly say it that works on absolutely no ones fucking palate',TIN
'why  its their trail of corruption  and they have so much of it going on  and at all times  they dont want any slips  dont want american people to know who they really are and what theyve been up to  maga ',TIN
' that so fucked up omg in my old hs there open campus and for every period you skip there a 200 dollar fine lmaooo',UNT
'  i believe gun control should consist of guarding your firearms from thivery and kids',UNT
' i miss you bitch',TIN
'          ns liberals will sell out fishermen in a heartbeat these ns liberals are probably in line looking for private sector handouts big money tied to kameron coal  do not care about nova scotians look at health and education fisheries next',TIN
'                                                  oh low blow or blow job lmao',TIN
' to quit sex',UNT
'  dear fatties against fascism walkaway from the democrats antifa = democrats = dixiecrats = kkk  there are no fascists in america  same hate different colored hoods party of hate since 1828 ',TIN
