@relation 'train-set'

@attribute id real
@attribute 'Document Text' string
@attribute subtask_a {"NOT", "OFF"}

@data
85481,'  he gets confirmed conservatives do not care that he is a rapist at all',OFF
85021,' anyone have a lion',NOT
59032,'  where were you in 2008 when people were losing their jobs amp their homes amp our economy tanked what did you say about w then did you ridicule him amp did you praise obama for saving our country you are such a hypocrite',OFF
43712,'  i seriously believe he is evil',OFF
21967,' he makes a good point too bad that is a career death sentence these days',OFF
19430,' i just think that hes more likely to be lying about this to protect himself than she is lying just to disrupt her life for no apparent reason ive also known entitled men like him',NOT
24055,' spot on again speedy always the victim when things are not going her way far cry from the graf of the sport even though her stats will suggest she is one of the greats',NOT
16837,'      keep an eye out',NOT
42488,' your shabby self and your traitor buddy bogave us magastupid your just stupid',OFF
44317,' why dont jes get a job at cnn  cause i will not watch her when she is on ',NOT
25008,' idk by comparison he is the least liked or atleast thats what ive seen but hey im probably wrong',NOT
65180,'trying to hide all the evidence face with tears of joysmiling face with sunglasseswriting handeyes maga qanon trump wwg1wga qarmy qalert magaforallinc  thinking face toolatesmiling face with sunglasses backhand index pointing down ',NOT
35558,' liberals are steamrolling tpp through parliament without proper debate why are the liberals hell bent on killing canadian manufacturing jobs cdnpoli ',OFF
40136,'getting ready to disavow some toxic backlinks thank you bing usaunited states maga usa',NOT
30972,' the are batshit crazy',OFF
55816,'   omg what country were you in it was not america but again you liberals will believe anything',OFF
67777,'  yes bitch',OFF
31355,' just pm you the 1st part of the debate for sunday on gun control amp the 2nd adm',NOT
72492,'  really should look at the google stock value over the past 5 years and then lets see tears',NOT
20570,' these liberals are responsible for the deterioration of american society they should be ashamed but we all know they are not',OFF
94070,' when even readers of a liberal paper in effect liberals dont believe her accusations are credible  ',OFF
22008,'  are you kidding me i am so pissed for you he is a sorry excuse for a human being',NOT
41414,' amp  student loan refinancing plan would give every single student loan borrower a tax break amp let hundreds of thousands of borrowers have immediate lower interests rates at 0 net cost to taxpayers    has 8 years he did nothing he is a liar ',OFF
74066,' *replaces chickens with gun control* ',OFF
18977,' babe i hope you are not wonting these women',NOT
81349,'14 on stan twitter i texted steph this morning abt the thing i just love how nice and kind she is she deserves the world',NOT
11929,'                                                  she is busy in appeasing minorities henceforth',NOT
55515,' this is like when shitty restaurants advertise their voted 1 world famous crabcakes but nobody can tell you who voted and nobody who lives outside a 10 mile radius has ever actually eaten there',OFF
55088,'  now u now why they cant have kavanaugh confirmed many are getting arrested  maga',NOT
35033,' man that shit just got me hype like i was watchin it 18 years ago',OFF
37604,' yea shit sucks thats why i stopped watching anime mostly',OFF
38370,' ff8 sucks major wang',OFF
22082,' thats not ture you probably mad that she is pregnant with clearance baby',NOT
39167,' get the hell out',OFF
64209,'    antifa are brown shirts you just special',NOT
31258,' 1950sbornwomen amassed their ni gold doubloons as required by hmg who  then stole the gold from our pirate chest when we were looking after our pirate kids  1950swomen are pulling up alongside to blast cannon at those torythieves because they wo not parlay',NOT
47425,' he is starting to tweet nonsense like mango mussolini',OFF
67191,'  fake news two came forward the rest didnt want to get attacked by liberals',NOT
64008,'   haha you liberals are so desperate it is hilarious trying at all ends to set him up this bs last minute stalling tactic about the alleged hs incident and the bait of emails that were sent to him and people wonder how trump won because they are tired of democrats and their crap',OFF
71831,' every antifa group member is also an antifascist but not every antifascist is also an antifa member i am an antifascist but not a group member of antifa',NOT
42258,'     most people do not understand what an assault rifle is  makes their statements regarding gun control stupid',OFF
28034,' and the nytimes anonymous author he probably considers a saint',NOT
48228,'     we handed our nationalised industries over to be run for profit by the nationalised industries of other countries  smart',NOT
82656,'  me too',NOT
67453,'     he is a malignant narcissist',OFF
79780,'    she is on the march to match kinscem',NOT
11495,'                                              he truly is projecting prior to coming on this thread it does not seem he had any interactions on twitter just a lonely boy trolling conservatives',NOT
18696,'   thats the problem he is not a slick talking politician',OFF
95210,'good job assholeyou just killed your dads chance of a get out of jail free card maga       ',OFF
65340,'     hmmmm what about the meps who we elect in the uk who attend the european parliament to represent the uk   it is a framework under which we operate we are not the victim until we leave and are then subject to rules we do not even control  it is a brexitshambles let stop it',OFF
99778,'       fuck yes now i have someone to pressure me to get into every pit that opens up',OFF
15557,' wow was he wearing his hood when he made that statement and antifa really',NOT
89662,' you are a true blessing',NOT
85053,' put your stance on gun control on your website',NOT
97424,'   can you let him know',NOT
71504,'          i met mark and he is amazing he is just as sassy in real life as in the show',OFF
40154,'interrupting his hearing at every turn but thats ok he is a man and can take it at least he will remember who what when and where he was after this kavanaugh will have definitely earned his stripes to scotus  maga',OFF
21829,' total bullshit',OFF
48061,' and it is always during active play sit your butt down people',OFF
48171,'   are you guys really still supporting the  party that suspended you all because you went into coalition with the   deary me talk about desperation to be noticed',NOT
18519,'  there are plenty of sane centrist democrat citizens but far leftist politicians amp antifa weirdos no thanks',OFF
28660,'  this is a lie to push a gun control narrative the actual number is much lower if you look up what they are using to reach that number you will see why it is so high always playing politics',OFF
82051,' u said marriage is just a titleif u knew u had money to protect u would not see it that way that why i said that but if u ai not broke then that statement does not include u mista bill gates',NOT
78506,' such a tragedy he is missed by many',NOT
62245,'  him because she is a democrat and does not want the vote to go through facts just the facts',NOT
67221,'  congress tried secret shah bano strategy for tripletalaq then they openly took a position to appease muslim conservatives for votes  trying to confuse now about their position on it again for votes ppl of india are smarter now to know their real reason',NOT
79057,'  smut straight from hell',OFF
60881,' he is moe',OFF
11409,'  or maybe to pay for their protests since mnuchin shut that slush fund down probably going to pay for antifa riots busing in people and weapons',OFF
26491,'  that would be antifa',NOT
69682,' she is a republican hypocrite',OFF
20927,'   and republicans wanted moderates when obama was president and we go the way liberals kagan and sotomayer',NOT
52292,' better than what truth politicians have never been good at that my america is better than flake',OFF
24980,'  you are so close',NOT
32025,' approve on how to throw a fit get loud swing your arms around to try and get your way',NOT
85615,'       understood  sir like on the morn of 11 08 16  nation hunkered down 2 cont 2 help maga  in ur god given stable genius wrdstill the bitter end god speed tziyon  shalom con musica  lucho  latin jazz vocampcomp',NOT
95559,'  and that is why he is trying to end obamacare so that only a priveledged few can benifit  but his tax cuts are killing us anyway ',NOT
56493,' goodell and my lions both suck',OFF
31046,' you are low class asshole you wear your suits and talk about the 1 or call us deplorable all while you sit behind your antifa and hate filled lying son of a bitch party and call yourself honorable at least my pappy would be proud of me for being a man and standing true',OFF
11156,' irish bad bitch',OFF
30464,'     he is a disgrace',OFF
14512,' she is not a cheater that chair ump robbed her',OFF
77860,' hint call 1 800thewhitehouse',NOT
88097,' your  app is down   sucks',OFF
77994,' i feel you dude it fucking sucks',OFF
61409,' by the looks of her face you can tell where theyre pulling the numbers from',NOT
16366,' i dont know what you are trying to say with that ahah',NOT
42410,'  feinstein wanted to delay until after the midterms  hopefully the red wave will wash her into the atlantic maga',OFF
69456,'  maybe im wrong  but didnt you take an oath to preserve and uphold the constitution   take your people control its not gun control and gtfo with your crazy   steve willeford says hi dont know the name perhaps google it and realize how stupid you are',OFF
17819,'    please do not confuse liberals with factsrolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughing',NOT
88118,' eric holder should step away from the microphone',NOT
23652,'  was funny that was when he was not a puppet have not watched in over a year',NOT
46817,'  what williams d was take away the attn from a tennis player who won amp should have been in spotlight amp not williams',NOT
63169,'  i dont think moral psychology can fix the core problem and using the david brooks model to pander to the right wont fool them for long  i think the right embracing fascism to survive is a very real possibility',NOT
20076,' she is a war criminal by the nuremberg standard clinton and every other sos and pres should be behind bars',NOT
40453,' what im saying mgk is claiming he is the modern best but his stuff now isnt what ems was 10 years ago',NOT
57952,' lemme rap on that shit ill do a video floatin downstream in a coffin like in horrorland lol',OFF
21095,' madam will never respond she is among those who see nothing good about pmb and his administration it sucks',OFF
80516,' nobody is addressing the cow in the room not even when florence is still doing her thing its like after a mass shooting and its the wrong time to talk about gun control ',OFF
46012,'  leave it to me please i know he is your son but i am his awesome aunt',NOT
98366,' white nationalist and nazis arent the same also at this point id prefer nazis tbh',NOT
40152,' you are a racist fake site of fake profiles with fake pictures of scammers who block you also you delete accounts for no reason and block emails for customer service same fake people on by the hour all date sites are fake who create the profiles themselves',OFF
80156,'  thank u',NOT
48805,'the left thanks to lisapage is realizing that the muellerinvestigation is doomed but that not news to us any investigation of an innocent person is doomed from the start maga',NOT
39250,'  gun control is not the answer',NOT
57399,'   the reason i ask is because  most liberals r totally oblivious to good things hes donethey often r so clueless they cant even name 1 thing  they just repeat what they hear from programs like the view amp liberal mediathey havent even researched or have a thought of their own',NOT
13689,' can you blame her for not having her life destroyed by trump and his cult her children the fbi should do the investigation he is going federal fbi must be afraid of trump might get hit by a bus trump has a book of the ugliest names u can call someone like lying trumpstard ',NOT
34688,' 1standlast i believe  just asked vontae davis if he is going to play another game this season    via ',NOT
56374,' just sitting on the bus listening to the most sensible thing and im trying not to tear up i miss your father so much and it hurts to watch and listen to him i wish he was here but i know for a fact he is with all of us and he will always forever be the best',NOT
56313,' i ca not understand why anyone wo not want to see these docs in open light you liberals think the russian investigations is the big deal as a american i truly believe the subversion of a elected president by our justice department and the fbi is far worse for our country',NOT
12170,'                 like a gazelle fleeing an antifa mob',NOT
74376,' i hope so that tana girl fucks anything lol',OFF
60343,'     thank god they ban conservatives on social media',NOT
60215,'   because neither have shown anything to suggest they are worthy replacements in tevagas case he is an undersized lock with poor dummy half service who severely hurts team go forward and roache has not strung any number of games together without injury pay luke',NOT
99729,' love how fat they all are while chowing down on cake and cookies thats the future liberals want',OFF
66246,' surprised because they look like females in antifa',NOT
32734,'aint it fun when a manager has a stick up his ass that would make a redwood self conscious about its size',OFF
98440,'  ca has inadequate gun control',OFF
41563,' this is so entertaining nobody has thought about montel in years and you are picking a fight with him this is incredible such a feeble mind you have',OFF
73784,' they could literally give two fucks af face with tears of joy like ummm okay thanks face with tears of joy',OFF
16988,'          hes not wrong',NOT
86306,' can we have a discussion about sensible gun control laws im interested in having a discussion about sensible gun control laws   hello  hello  is this thing on',NOT
14162,'   i want gun control as a student but as a person of color i have to keep myself armed i will be taking gun lessons away from the nra because i know how despicable and evil they are i wish there was a simple answer to guns gun control does not work when we are a checker board',NOT
92072,'    what i  saw him do in tc show was nothing short of amazing  he is willing to take the fight to them amp not allow them over power the conversation  thats why tc said slow down',NOT
16101,' dream on',NOT
13310,'         their old slogan was make a run for the border doesnt get more antifa than that  comrade',NOT
24484,' fuck yeah  go you ',OFF
84203,' she is ordinary i didnt watch it cannot stand her btw m8 what did she do this time',NOT
14767,' and trending is the comment can we start with rosie',NOT
43772,'  agreed iowa state was able to get to him a few times just after he released it i tend to think he is more durable than most though',NOT
26457,'    is not a difficult woman she is a far left leaning bitch she has no place in unbiased commentary on any platform get rid of her',OFF
67802,' there are reports cuomo reached deep into his campaign war chest he is definitely spending a lot more this time around $75 million in august on tv ads alone nixon spent just over $606 000 during the same period turn out seems like itll be higher than usual another sign',NOT
43322,' antifa is israels thug squad in america',OFF
73879,' why do all liberals look like theyre eating sour grapes',NOT
63032,'  the point being made is that the support comes from the right of the party   it is relevant because it gives clarity to the offering made to the good people of london   they now know a  vote is like voting for marine le pen you are welcome',NOT
22699,' but he is back on the weed',NOT
24162,'     truewhere was captain bonepurs pussygrabber',NOT
64950,' yes she is',NOT
38116,'1 2 protect trumpie 2 2 increase presidential powers 3 2 kill roe v wade 4 2 limit voting rights 5 2 weaken gun control 6 2 deal with religious liberty congress is not an august body they lost that moniker when they went whole hog 4 trumpism ',OFF
74054,'willienelson laughs at maga conservatives on theview for suddenly being outraged by his support of democrats   mog maga ',NOT
52266,' that because he is a quack',NOT
48405,'   what exactly do you call gun control',NOT
42833,' between that and antifa claiming territory like a gang and beating up that vet  the american left just cant stop shooting itself in the foot',NOT
31480,' republicans love to say its too early to talk about common sense gun control after these events   what they really want is people to forget and amnesia to kick in so they can ignore doing their jobs which is to protect the public  gun control works and rs just procrastinate',OFF
40051,'  ramos sounds like a shitty ump',OFF
43269,'  well they will start banishing all accts for promoting  fb gave  brandon a 30 day z jail time im sure tomorrow apple jacks will do it too lets all just do it and see how many conservatives amp walkawaymarch ers they shut downpoof fb begone',OFF
42226,'  oh shit u went there rolling on the floor laughingrolling on the floor laughingrolling on the floor laughing',OFF
98465,' disgusting',OFF
35353,' for me superman has to be morally superior no matter what excluding maybe the love interest face with tears of joy he is the pure good and nice yet still superior i didnt see that woman shrugging medium light skin tone it disappointed me loudly crying face',NOT
74744,' cant take what they dish out joe you are a snake that should be hung by the neck on a live cnn feed',OFF
74806,'      talks about the idea of anonymous then turns it into in general its about bla bla bla because when it comes to you and your buddies making no profit doesnt apply  then claims he fought against antifa yet now supports it  what a fucking joke',NOT
16097,'  we should meet her face to face she wont be speaking like that much longer she is a horrid person somebody will teach her that you reap what you sow she will find out the hard way she is just ugly inside fubar',OFF
42039,'  mob mentality',NOT
78319,' oh i love this so much and had no idea your daughter and family had been through the struggle of childhood leukemia so happy to hear she is a healthy strong college athlete much love to you and yours red heartflexed biceps light skin tonered heart',NOT
81311,' tbf  its nascar for liberals is actually quite a good description',NOT
16315,'  i will think it is significant they have not moved ahead the difficulty is that liberals over shoot and become zealous in their environmental oversight  this one seems legit  the wild life and fishing people are opposed and i am sure in don jrs ear  and i want to go visit',NOT
76049,' bono can go away now the 90s are over you sick now',OFF
34682,' shhh dont tell the liberals',NOT
21418,' liberals live in fantasy land ',NOT
10583,'gtthank you you are also very pretty and kind ',NOT
38269,' go back to n vietnam',NOT
78637,' hell nomaga united statesunited statesunited statesunited states',NOT
49396,' really another one holy crap wow all brought to you by the liberals',OFF
94810,' freaking casual fans say you are their favorite',NOT
99815,' and you are a football fan too ',NOT
93004,' europeans are morons for electing people like this',OFF
83209,'release the kraken  wwg1wga maga ',NOT
80333,' i hope so  liberals heads exploding is what im hoping for',NOT
12743,' it is funny you are claiming gun control will help the us yet you are apparently on the south side which has been deemed chiraq lolchicago has the strictest gun laws yet the highest gun violence',NOT
44210,'the law and order president really hates law enforcement lol maga ',OFF
93628,' bitter barack loves a free press as long as they were on his band wagon',NOT
93582,'         dude your sister rocks and you should be ashamed never go against the family it shows you are a little man',NOT
12093,'   i was going to ask the same thing  dont know who he is',NOT
28988,'also i do not support antifa in any way using violence or intimidation for a political message is the definition of terrorism regardless of someone beliefs you should not incite violence on people over the belief and they should not do so over you',NOT
12404,' sweet lawd she is beautiful',NOT
22940,'   hopefully conservatives will be welcomed in too',NOT
98372,' if he survived he obviously doesnt know anything about gun control are we sure he is a lib',NOT
25722,' what do you mean how chelsea have kept hazard he is bloody one of chelsea key player and best in the world right now and one big club in europe what do you want more',NOT
13380,'  liberals defend islam yet know little to nothing about the ideology as a middle eastern christian i pay close attention to what the muslim people are up to',NOT
75563,'     iam pretty sure for the 100th time i told you   all politics to the side  not my fault cale is a sexual predator and jill committed stolen valor by stealing someone else military pictures saying it was her son  i could care less if they are antifa or proud boys who came and 1 2',NOT
27701,' and i meant gun control  lol and oops ',NOT
66826,' congratulations    for putting the nfl into the toilet',OFF
54062,' she is a drama queen she pulled the feel sorry for me card too because she is now a  ‘working’ momgive me a break',OFF
69586,'     chicago has strict gun control laws but the highest gun violence rate detroit was owened by unions and is now bankrupt cali has the second highest welfare rate and is now the homeless capital of the developed world',OFF
25306,'  you are 20x the trader i am lol i am screwed but i have a tight stop i’ll let it ride',OFF
96861,' gawd help us',NOT
82070,' hes still around',NOT
77142,'60 and hopeful to someday meet a classy gal that i can talk to about maga and wwg1wga  have yet to find  having way to much fun now not to share   ',NOT
27260,'   antifa  lol really stretching there hee hee he is going down for obstruction of justice too',NOT
59375,' beto i am100fundedbynyandhollywoodleftistsbutpretendingtobeatexan o’rourke keeptexasred',NOT
48012,' time for canadians to let all liberals if no trade deal in two months no vote for any liberal mp make that our red line it  makes no sense trump has been able to secure trade deals around the world but canada obvious to anyone with a brain failure is trudeau he has failed',OFF
51949,'7y o do you think i could jump that   *gestures to a dead raccoon on road*   me probably   7y o successful jumps raccoon with her bike and i am super happy that she is kind of dead inside like me',NOT
73934,' now thats what i call an antifa supersoldier',NOT
24546,' and i think australia has  gun control and less firearm shootings',NOT
97762,'ai not missing shit shushing facemoney mouth face',OFF
11325,'  capitalism has killed more than that since 2000',NOT
11850,'   if you think billionaires are truly liberal than you are the fool they are playing their part in public but if they were truly liberals homelessness would end you are being played like a fiddle',NOT
75499,' thank you very much she is a great performer tottori prefectural residents take proud in',NOT
52678,'  man i am glad i can make y’all day i just be saying stupid shit on the fly i ai not trying i am just dumb lmao ',OFF
10642,'  keith did you talk about antifa amp your support ',NOT
25145,' he is hurt and no one has checked on him',OFF
80819,' she is gorgeous',NOT
52341,'     i have listened to her before an have come to a conclusionshe is a twitan ny times doesnt  get any of my money',NOT
75289,'   completely agree with this the conservative government has cut taxes for the lowest earners but by making tax fair has increased tax receipts  ',NOT
50828,' i like him he is cute',NOT
37925,'   these guys are only known for diverting topics only he is a pure sanghi let him bark',OFF
17166,' as one canadiani would prefer he move somewhere else too many liberals up here already',NOT
56845,' she is vile amp hateful amp just not funny she needs to stay out of the news for the next 10 years until none of us remember how terrible a person she is',NOT
49493,' the more this woman talks the more stupid she becomes termlimits liberals',OFF
99363,' have you come across the wonderful  she is also doing great things for inclusion',NOT
63849,' and hillary won the 2016 election',NOT
85087,' this is ridiculousunbelievable  so this fine young man is now dead because of a stupid reason  come on  gun control is the solution yall so many innocent people got killed because of gunspouting facepouting facepouting face this has to stop',OFF
26257,'  you liberals will never see him a genuine leader as you are trying to portrait him because he did not do struggle at all and has no qualifications but just son of az ap wese to bahut ethics aur morality ko promote krty hn ppp pe aa k sary liberalszany face',NOT
97508,'twitter ceo says conservatives ‘feel silenced’ at his heavily liberal company i wonder why maybe because they are we are given examples everyday on here that pretty much anything goes if you are a liberal and not so much if your a conservative  maga ',NOT
53628,' nope i wo not trade him he is to much fun plus we ca not spell hope without him',NOT
65285,' do you have any other recourse this is so wrong on so many levels can you sue them i wish there was a way to reinforce your points on the mistreatment you have received liberals are full of hate and discontent and unfortunately there are more of them than us idiots ',OFF
43009,' hollywood is packed with pedophiles',OFF
96191,' exactly she doesnt want to perjure herself since she is being nothing but a paid actress',NOT
29565,'  should have used a 44 magnum to make a real statement and people like this teach our kids',OFF
74592,'   no  we conservatives have not  its smoken mirrors by establishmnt dems who are inbred  demon possessed amp controlled by lucifer father of lies through soros obama clinton et al  this juncture in history  reversepcism is key amp rebuke them all in the name of jesus kag',NOT
56041,'  only if she is to remarry does it stop',NOT
52026,' conservatives believe all persons of color are a priori guilty of crimes therefore when poc are denied their rights in extrajudicial killings no conservative ever questions the killing',OFF
82725,' he is a very funny man isnt he  i suspect even he doesnt really believe this',NOT
19813,' do not talk shit about 48 laws',OFF
68918,' holder has a perverted view of the law not surprising since he is a democrat',OFF
33445,' is that federal investigation group by chance chinese a congressional aid please respond senator as a constituent is wanting disclosure you are accountable for all you do and say do not contribute to any form of collusion obey the law',NOT
98197,' lmaoo glad you know you are one of the people i was meaning',NOT
62509,' oh shit uhhh what ao3 fic is this',OFF
50295,' when will they learn  people dont care about what they think about politics  just read your lines and entertain us  keep your stupid pins and fake tattoos and ribbons at home maga emmys',OFF
53338,' she is beautiful',NOT
76615,' here is an alternative way to look at it  conservatives less successful following simple instruction on an application form',NOT
14468,'  just leave it theres not point to this the only ones who will win this war of words are raytas  liberals  dravidanadu vallahs and other secessionists',NOT
74768,'  thank you  your bravery is duly noted',NOT
67908,'   republicans should make stand and demand proofs of any allegations by liberals  country has wasted too much time investigating back to back false allegations by liberals  it has not left us any time to investigate their corruptions',NOT
21422,' can somebody please put him back in his coffin',OFF
62905,' but they are still the number one fake news network',OFF
98827,'   no he was not he scary as hell thats what he is',NOT
32524,' fuck off',OFF
78848,'  or lower some liberals retirement fund ideas',NOT
22324,'            here is my 15 year old daughters report grinning face with smiling eyes conservative as well fluffywolf1218 ',NOT
78309,'           antifa is not anti facsicm  just as jim jones was no preacher  thats all im saying',NOT
37490,' aw what thats devastating  hope you are ok   i love you biter',NOT
48660,'  who is the ring leader of the brain dead sheep time to turn it back on him',OFF
75794,' oh yeah i am down if you are',NOT
99216,'    hypocrisy to see so called conservatives call out supposed sexual deviancy when just about every sexual political scandal in recent memory involves republicans and its really homophobia roymoore kavanaugh jimjordan markfoley bobpackwood clarencethomas donaldtrump',OFF
26022,' boycott nfl amp nike ',NOT
24802,' he and obama cant stand em',NOT
85439,' and you are lol',NOT
96256,'      so she is desecrating graves with the best intentions no wonder jeremy wants her speaking he wants jewish membership to know exactly what he thinks of them  i reiterate an absolute shit of a human being no offence to ewa',NOT
98942,' attention  is publicizing an antifa target list on his account the list has high profile names and many random trump supporters names twitter has not suspended this account please help report him check out his account lists ',NOT
88615,'the book makes trump look good amp makes the so called deep state   particularly mueller   look like a pack of partisan hacks  woodward book proves 1 thing  liberals fear trump isnamp8217t breaking  the deep state is ',NOT
73053,'  she is a keeper',NOT
83756,'    you hit them for fucking elo and the reason im posting this is because he is thee booter exposer just shows you cant believe everyone in this community',OFF
80322,'  trump new position on gun control is starting to look a lot like the nra  via ',NOT
51884,'   i sat during the levis commercial so they know that i dont support their gun control stance',NOT
46664,' chuck is too old to play their games he is going forward',NOT
48511,' trump im giving power back to the people liberals authoritarian  trump im giving power back to the states liberals authoritarian  dems we want to control every aspect of your life liberals thats exactly what we need',NOT
11455,' he is painterthumbs upsmiling face with heart eyessmiling face with heart eyessmiling face with heart eyessmiling face with sunglassessmiling face with sunglassessmiling face with sunglassesok hand',NOT
52086,' happy birthday sweetie hope your day is as awesome as you are',NOT
86235,'peoplesvote  brexit  stopbrexitsavebritain  stopbrexit  brexitshambles  a good example of our intent we even the goverment doesnt like paying taxes  ',NOT
89484,'   hes one of those types who has no time hes a senior partner at a law firm the issues dont prevent him from driving the vehicle theyre simply annoying but i do believe that he is taking the car in next month',NOT
62644,'india cuts iranian oil imports ahead of november deadline   tcot maga rednationrising',NOT
60989,' shut the fuck upppp kliff im bigger than you and gayer than you so dont try any shit',OFF
41059,'20 more votes for democrats amp lets see how many murders of conservatives justsaying ',OFF
67258,'           it never gets further that the caymans but i want to know what gives boris the right to spunk £45m on a folly of a bridge that was not built where is the money and what relation to him were the people who were paid it and why are they all now abroad no lnvestigation iniated why',OFF
55432,' sounds like youre a fascist',OFF
12045,' you are a moron',NOT
91340,' btw havent heard about antifa lately since soros ran off without paying them after their violent riots across the us',NOT
92513,'                                                  lol same to you awe  how it feel to want for the first time gimmie  is that a new feeling for you  has mommy kept you on the tit all these years and now you do not know how to fend for yourself',OFF
64196,'      anonymous has always been a resistance tactic idea it doesnt matter who is leading they are an enemy since anon doesnt take political sides there are anons who support the idea of antifa and there are those who dont but no one speaks for the entirety of anonymous',NOT
61278,'  you are correct my old eyes dont seem to work so well anymore',NOT
13720,' josh as slave leia',OFF
71448,' have the vote  enough delay tactics  this is an allegation  he is not convicted',NOT
38672,'   that is exactly what liberals and dems think about people on the right its funny how weve been pitted against each other when really our interests are all very similar with just some nuances im a criminal defense attorney and i fight every day to protect our bill of rights',NOT
39483,' democrats have no lawspouting facepouting facepouting face ',NOT
48096,'  buhari was among the past leader what did he do during he time people are keep on blame 16year pdp but you are talking about fix what is this government doing',NOT
74992,' stop',NOT
34571,'an already debunked viral hoax tell me who decides if a meme has been debunked a potentially biased human has to thats who   facebook rosetta memes qanon maga ',OFF
11571,' mcquaid is wayyyyy too expensive for what he is',NOT
35157,' you get invited to kh events because you are very active in the kingdom hearts community and because you are a super duper mega fan youre extremely lucky so embrace it',NOT
60491,' still spewing your liesyou are not good enuf to lick our presidents boot straps what about the deaths in chicagou r a liar and a manipulatorgo vack to indonesia barry',OFF
40988,'  he is so adorable i hope his birthday was wonderful',NOT
46950,'                     rtd thank you for boosting this',NOT
51487,' i think it is a stupid choice not to put the planting of the flag in there  you are intentionally saying fu when you could be having audiences clap and cheer because of the accomplishment of the nasa team and the country support  not going to see it',NOT
30181,' i just have to assume you are the mastermind',NOT
46159,' ya  obama on trade  2 years ago  trump is just not telling the truth  how stupid could our leaders be trump  god bless trump maga kag  full link+trumps answer ',OFF
91365,' is this nigga really back to dying his hair 2445times in one comeback face with tears of joyface with tears of joyface with tears of joy',NOT
61638,' he was all about bashing the iraq war but when faced with the binary choice he is pretty proud of supporting that same status quo vigorously i dont get it either',NOT
44637,'  there os no such thing as antifa',NOT
79023,'  any gun control is unconstitutional and you leftist fake news traitors keep lying to the people thats why your enemies of the people',OFF
24364,' speaking of fates babies i hate nina fates and that she is in feh honestly i dont get bitter about people being added but she reminds me of a real life experience and it hits close to home',NOT
22102,' must be driving liberals crazy',OFF
14171,' jacob stand there in his own  garden and saw him he blushed hard amd trys to look away  oh holy god  he wisperd  he is so sexy and good looking ',NOT
40990,'     describing myself in 3 fictional characters  1 o ren ishii  2 princess aura 3 laura palmer   tagging 5 friends     ',NOT
78181,'            sounds like a plan',NOT
19346,' in 2010 the conservatives cut annual funding to build social housing by £25bn today theresa may announced an extra £2bn to build social housing spread over the next 10 years so by 2028 it’ll be a £33bn cut since 2010 instead of £35bn i despair',NOT
57462,' antifa has never attacked voters by the way that a full on lie you have the informational diet of thinking cotton candy is a vegetable you might want to reflect on that',NOT
56191,' what bothers me is how conservatives in unison attack women who seek justice',NOT
37203,'  same kamau bell who spoke to antifa and helped incite them to riot a year ago',NOT
47242,' f the democrats  slimy bastards',OFF
82139,'     flake shld end his search for relevancy hes rino filled w hatred for potus despicable behavior',OFF
15286,' she is demented',OFF
30638,'100 hear you but dont think were lost in the sense of defeated  more like adrift  off track  cant find our way the answer is not more guns in general or teachers with guns lets start with electing leaders who support reasonable gun control  and go from there ',NOT
55270,'  she is indeed very cute',NOT
73730,'   he is duel citizen ok',NOT
14928,' she is fine',NOT
98805,'       this is why i have so little time for liberals and democrats rather than allow democratic process they will deliberately attempt to subvert it to get what they want why should anyone believe the claims against kavanaugh in the face of this ',NOT
12434,'  there something wrong with my tv as when liberals are on the audio simply reverts to blah blah blah blah blah blah blah i have looked into troubleshooting but there no fix for that as it is the ‘source’ of audio amp tv circuitry ca not convert the insane bs into real words ',NOT
35575,'qanda there are 208 women in the commons  up from 191 in 2015  as a result of thursdays general election this takes female representation in the commons to a new high overall 32 of mps are women  for labour the figure is 45  and 21 for the conservatives bbc 2017',NOT
17618,' who cares she broke into his home and shot him she is the one that needs to be held fully accountable for her actions',NOT
73875,' did we hear from mccain from beyond as well',NOT
31845,' i just read that whole thread and that guys thinks he is a boxing media social media sure have mess up some ppls  head rolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughing',OFF
96149,'   i know liberals dont like to do research or like facts  if you listened to anything over then cnn youd know this',NOT
90375,' this makes me proud to be a resident of the city of atlanta good to see places in georgia still have character and integrity to do whats right and just amidst a state who can never seem to get that part together',NOT
44951,'backhand index pointing downplease retweet this trumpnation trumptrain maga kag drainingthedeepstateswamp ',NOT
80016,'  that is why you never want to deal with the left democrats they have become lunatics trumpderangementsyndrome',OFF
82002,' a rich snow snowflake here',NOT
21116,'5 they promoted an amendment to lower the voting age to 18 they pushed gun control efforts and gun free zones to give criminals an edge over law abiding citizens',NOT
81443,'active shooter middleton wi multiple police agencies respond maga trumptrain   keepamericagreat2020 ',NOT
43212,' ball is in our court not yours',OFF
50593,'   i know youre not this naive those people make up a very small  of trump supporters do all liberals support terrorist and groups such as antifa',OFF
87636,'   why because she is female or because of your dislike of conservatives',NOT
52082,'   i will never forget what levels you racist liberals went to and what you did to clarence thomas liberals are  the worst people ever',OFF
69277,' what the fuck happened',OFF
48653,'  what are these new ideas  speech laws gun control killing babies and thinking your entitled to free healthcare and rich ppls money just bc you exis',OFF
